net_worth,full_name,age,gender,country_of_citizenship,country_of_residence,city_of_residence,industries,self_made,cpi_country,cpi_change_country,gdp_country,life_expectancy_country
3.6,Mohamed Mansour,75,Male,Egypt,United Kingdom,London,Diversified,TRUE,119.62,1.7,2.827113185,81.3
3.6,Masahiro Miki,67,Male,Japan,Japan,Tokyo,Fashion & Retail,TRUE,105.48,0.5,5.081769542,84.2
3.6,Masahiro Noda,84,Male,Japan,Japan,Tokyo,Technology,TRUE,105.48,0.5,5.081769542,84.2
3.6,Cliff Obrecht,37,Male,Australia,Australia,Sydney,Technology,TRUE,119.8,1.6,1.392680589,82.7
3.6,Melanie Perkins,35,Female,Australia,Australia,Sydney,Technology,TRUE,119.8,1.6,1.392680589,82.7
3.6,J.B. Pritzker,58,Male,United States,United States,Springfield,Finance & Investments,FALSE,117.24,7.5,21.4277,78.5
3.6,Juan Roig,73,Male,Spain,Spain,Valencia,Fashion & Retail,FALSE,110.96,0.7,1.394116311,83.3
3.6,Jerry Speyer & family,82,Male,United States,United States,New York,Real Estate,TRUE,117.24,7.5,21.4277,78.5
3.6,Lawrence Stroll,63,Male,Canada,Switzerland,Geneva,Fashion & Retail,TRUE,99.55,0.4,0.703082435,83.6
3.6,Tung Chee Chen,80,Male,Hong Kong,Hong Kong,Hong Kong,Logistics,FALSE,NA,NA,NA,NA
3.6,Wang Junlin,60,Male,China,China,Chengdu,Food & Beverage,TRUE,125.08,2.9,19.91,77
3.6,Xia Zuoquan,61,Male,China,China,Shenzhen,Automotive,TRUE,125.08,2.9,19.91,77
3.6,Zeng Fangqin,57,Female,China,China,Shenzhen,Technology,TRUE,125.08,2.9,19.91,77
3.6,Zhang Jian,54,Male,China,China,Tianjin,Manufacturing,TRUE,125.08,2.9,19.91,77
3.5,Rocco Basilico,33,Male,Italy,United States,Los Angeles,Fashion & Retail,FALSE,117.24,7.5,21.4277,78.5
3.5,Maurizio Billi,65,Male,Brazil,Brazil,Sao Paulo,Healthcare,FALSE,167.4,3.7,1.839758041,75.7
3.5,Fashu Chen,62,Male,China,China,Fuzhou,Finance & Investments,TRUE,125.08,2.9,19.91,77
3.5,Giuseppe Crippa & family,87,Male,Italy,Italy,Cernusco Lombardone,Manufacturing,TRUE,110.62,0.6,2.001244392,82.9
3.5,Daniel D'Aniello,76,Male,United States,United States,Vienna,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.5,Claudio Del Vecchio,66,Male,Italy,United States,Muttontown,Fashion & Retail,FALSE,117.24,7.5,21.4277,78.5
3.5,Clemente Del Vecchio,18,Male,Italy,Italy,Milan,Fashion & Retail,FALSE,110.62,0.6,2.001244392,82.9
3.5,Leonardo Maria Del Vecchio,27,Male,Italy,Italy,Milan,Fashion & Retail,FALSE,110.62,0.6,2.001244392,82.9
3.5,Luca Del Vecchio,21,Male,Italy,Italy,Milan,Fashion & Retail,FALSE,110.62,0.6,2.001244392,82.9
3.5,Marisa Del Vecchio,64,Female,Italy,Italy,Rome,Fashion & Retail,FALSE,110.62,0.6,2.001244392,82.9
3.5,Paola Del Vecchio,61,Female,Italy,Luxembourg,Luxembourg,Fashion & Retail,FALSE,115.09,1.7,0.071104919,82.1
3.5,Walter P.J. Droege,70,Male,Germany,Germany,Dusseldorf,Finance & Investments,TRUE,112.85,1.4,3.845630031,80.9
3.5,Fan Daidi,57,Female,China,China,Xian,Fashion & Retail,TRUE,125.08,2.9,19.91,77
3.5,Peter Gassner,58,Male,United States,United States,Pleasanton,Technology,TRUE,117.24,7.5,21.4277,78.5
3.5,Mikhail Gutseriev,65,Male,Russia,Russia,Moscow,Energy,TRUE,180.75,4.5,1.699876579,72.7
3.5,Patrick Lee,81,Male,Hong Kong,Hong Kong,Hong Kong,Manufacturing,TRUE,NA,NA,NA,NA
3.5,Leng Youbin,54,Male,China,China,Beijing,Food & Beverage,TRUE,125.08,2.9,19.91,77
3.5,Daniel Loeb,61,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.5,Margarita Louis-Dreyfus & family,60,Female,Switzerland,Switzerland,Davos,Food & Beverage,FALSE,99.55,0.4,0.703082435,83.6
3.5,Prasert Prasarttong-Osoth,90,Male,Thailand,Thailand,Bangkok,Healthcare,TRUE,113.27,0.7,0.543649976,76.9
3.5,Ira Rennert,88,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.5,Dirk Rossmann & family,76,Male,Germany,Germany,Lower-Saxony,Fashion & Retail,TRUE,112.85,1.4,3.845630031,80.9
3.5,Arkady Rotenberg,71,Male,Russia,Russia,Moscow,Construction & Engineering,TRUE,180.75,4.5,1.699876579,72.7
3.5,Remo Ruffini,61,Male,Italy,Italy,Como,Fashion & Retail,TRUE,110.62,0.6,2.001244392,82.9
3.5,Karin Sartorius-Herbst,NA,Female,Germany,Germany,Northeim,Healthcare,FALSE,112.85,1.4,3.845630031,80.9
3.5,Vivek Chaand Sehgal,66,Male,Australia,India,Delhi,Automotive,TRUE,180.44,7.7,2.611,69.4
3.5,Scott Shleifer,45,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.5,Thomas Siebel,70,Male,United States,United States,Woodside,Technology,TRUE,117.24,7.5,21.4277,78.5
3.5,Wim van der Leegte & family,75,Male,Netherlands,Netherlands,Eindhoven,Manufacturing,FALSE,115.91,2.6,0.909070395,81.8
3.5,Xiao Yongming & family,58,Male,China,China,Beijing,Diversified,TRUE,125.08,2.9,19.91,77
3.5,Michael Xie,54,Male,United States,United States,Los Altos Hills,Technology,TRUE,117.24,7.5,21.4277,78.5
3.5,Yang Shaopeng,65,Male,China,China,Qingdao,Logistics,TRUE,125.08,2.9,19.91,77
3.5,Nicoletta Zampillo,65,Female,Italy,Monaco,Monaco,Fashion & Retail,FALSE,NA,NA,0.007184844,NA
3.5,Barry Zekelman,56,Male,Canada,Canada,Windsor,Manufacturing,FALSE,116.76,1.9,1.73642563,81.9
3.4,William Ackman,56,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.4,Somphote Ahunai,55,Male,Thailand,Thailand,Bangkok,Energy,TRUE,113.27,0.7,0.543649976,76.9
3.4,Igor Altushkin,52,Male,Russia,Russia,Yekaterinburg,Metals & Mining,TRUE,180.75,4.5,1.699876579,72.7
3.4,Ramon Ang,69,Male,Philippines,Philippines,Manila,Food & Beverage,TRUE,129.61,2.5,0.376795509,71.1
3.4,Acharya Balkrishna,50,Male,India,India,Haridwar,Food & Beverage,TRUE,180.44,7.7,2.611,69.4
3.4,Markus Blocher,52,Male,Switzerland,Switzerland,Wilen bei Wollerau,Manufacturing,FALSE,99.55,0.4,0.703082435,83.6
3.4,Richard Branson,72,Male,United Kingdom,British Virgin Islands,Necker Island,Diversified,TRUE,NA,NA,NA,NA
3.4,Cho Jung-ho,64,Male,South Korea,South Korea,Seoul,Finance & Investments,FALSE,115.16,0.4,2.029,82.6
3.4,Alessandra Garavoglia,63,Female,Italy,Italy,Milan,Food & Beverage,FALSE,110.62,0.6,2.001244392,82.9
3.4,Laurence Graff & family,84,Male,United Kingdom,Switzerland,Gstaad,Fashion & Retail,TRUE,99.55,0.4,0.703082435,83.6
3.4,"Amos Hostetter, Jr.",86,Male,United States,United States,Boston,Media & Entertainment,TRUE,117.24,7.5,21.4277,78.5
3.4,Robert Johnson,75,Male,United States,United States,Palm Beach,Sports,FALSE,117.24,7.5,21.4277,78.5
3.4,Steven Klinsky,66,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.4,William Lauder,62,Male,United States,United States,New York,Fashion & Retail,FALSE,117.24,7.5,21.4277,78.5
3.4,John Middleton,68,Male,United States,United States,Bryn Mawr,Food & Beverage,FALSE,117.24,7.5,21.4277,78.5
3.4,Hiroshi Mikitani,58,Male,Japan,Japan,Tokyo,Fashion & Retail,TRUE,105.48,0.5,5.081769542,84.2
3.4,Bob Parsons,72,Male,United States,United States,Scottsdale,Technology,TRUE,117.24,7.5,21.4277,78.5
3.4,J. Joe Ricketts & family,81,Male,United States,United States,Little Jackson Hole,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.4,Herb Simon,88,Male,United States,United States,Indianapolis,Real Estate,TRUE,117.24,7.5,21.4277,78.5
3.4,Leena Tewari,65,Female,India,India,Mumbai,Healthcare,FALSE,180.44,7.7,2.611,69.4
3.4,Stefan von Holtzbrinck,59,Male,Germany,Germany,Stuttgart,Media & Entertainment,FALSE,112.85,1.4,3.845630031,80.9
3.4,Hans Peter Wild,81,Male,Switzerland,Switzerland,Zug,Food & Beverage,FALSE,99.55,0.4,0.703082435,83.6
3.4,Wu Guanjiang & family,54,Male,China,China,Chongqing,Healthcare,TRUE,125.08,2.9,19.91,77
3.4,Yi Zheng,52,Male,China,China,Hangzhou,Technology,TRUE,125.08,2.9,19.91,77
3.4,Eric Yuan & family,53,Male,United States,United States,Santa Clara,Technology,TRUE,117.24,7.5,21.4277,78.5
3.4,Charles Zegar,75,Male,United States,United States,New York,Media & Entertainment,TRUE,117.24,7.5,21.4277,78.5
3.3,Mohed Altrad,75,Male,France,France,Montpellier,Construction & Engineering,TRUE,110.05,1.1,2.715518274,82.5
3.3,John Arnold,49,Male,United States,United States,Houston,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.3,Bill Austin,81,Male,United States,United States,Brownsville,Manufacturing,TRUE,117.24,7.5,21.4277,78.5
3.3,Chen Shibin,56,Male,China,China,Lianyungang,Manufacturing,TRUE,125.08,2.9,19.91,77
3.3,Bennett Dorrance,77,Male,United States,United States,Paradise Valley,Food & Beverage,FALSE,117.24,7.5,21.4277,78.5
3.3,Walter Faria,68,Male,Brazil,Brazil,Rio de Janeiro,Food & Beverage,TRUE,167.4,3.7,1.839758041,75.7
3.3,Walter Frey,79,Male,Switzerland,Switzerland,Küsnacht,Automotive,FALSE,99.55,0.4,0.703082435,83.6
3.3,Fu Liquan & family,55,Male,China,China,Hangzhou,Technology,TRUE,125.08,2.9,19.91,77
3.3,John Gandel,88,Male,Australia,Australia,Melbourne,Real Estate,FALSE,119.8,1.6,1.392680589,82.7
3.3,Peter Gilgan,72,Male,Canada,Canada,Oakville,Construction & Engineering,TRUE,116.76,1.9,1.73642563,81.9
3.3,Kwek Leng Beng,82,Male,Singapore,Singapore,Singapore,Diversified,FALSE,114.41,0.6,0.372062527,83.1
3.3,Pablo Legorreta,59,Male,United States,United States,Sag Harbor,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.3,Arnon Milchan,78,Male,Israel,Israel,Tel Aviv,Media & Entertainment,TRUE,108.15,0.8,0.395098666,82.8
3.3,Akio Nitori,79,Male,Japan,Japan,Hokkaido,Fashion & Retail,TRUE,105.48,0.5,5.081769542,84.2
3.3,Julio Ponce Lerou,77,Male,Chile,Chile,Santiago,Metals & Mining,TRUE,131.91,2.6,0.28231816,80
3.3,Rodger Riney & family,77,Male,United States,United States,St. Louis,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.3,Phil Ruffin,88,Male,United States,United States,Las Vegas,Diversified,TRUE,117.24,7.5,21.4277,78.5
3.3,Naguib Sawiris,68,Male,Egypt,Egypt,Cairo,Telecom,FALSE,288.57,9.2,0.303175128,71.8
3.3,Neil Shen,55,Male,Hong Kong,China,Hong Kong,Finance & Investments,TRUE,125.08,2.9,19.91,77
3.3,Gil Shwed,54,Male,Israel,Israel,Tel Aviv,Technology,TRUE,108.15,0.8,0.395098666,82.8
3.3,Stephen Smith,71,Male,Canada,Canada,Toronto,Finance & Investments,TRUE,116.76,1.9,1.73642563,81.9
3.3,Nik Storonsky,38,Male,United Kingdom,United Kingdom,London,Finance & Investments,TRUE,119.62,1.7,2.827113185,81.3
3.3,Jeffrey Talpins,48,Male,United States,United States,Larchmont,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.3,Carl Thoma,74,Male,United States,United States,Dallas,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.3,Todd Wanek,59,Male,United States,United States,St. Petersburg,Manufacturing,FALSE,117.24,7.5,21.4277,78.5
3.3,Xue Hua,53,Male,China,China,Guangzhou,Manufacturing,TRUE,125.08,2.9,19.91,77
3.3,Takao Yasuda,73,Male,Japan,Singapore,Singapore,Fashion & Retail,TRUE,114.41,0.6,0.372062527,83.1
3.2,Karen Virginia Beckmann Legoretta,53,Female,Mexico,NA,NA,Food & Beverage,FALSE,NA,NA,NA,NA
3.2,Giuliana Benetton,85,Female,Italy,Italy,Treviso,Fashion & Retail,TRUE,110.62,0.6,2.001244392,82.9
3.2,Luciano Benetton,87,Male,Italy,Italy,Ponzano Veneto,Fashion & Retail,TRUE,110.62,0.6,2.001244392,82.9
3.2,Arun Bharat Ram,82,Male,India,India,Delhi,Manufacturing,FALSE,180.44,7.7,2.611,69.4
3.2,Ron Burkle,70,Male,United States,United Kingdom,London,Finance & Investments,TRUE,119.62,1.7,2.827113185,81.3
3.2,Chen Kaixuan,64,Male,China,China,Guangzhou,Manufacturing,TRUE,125.08,2.9,19.91,77
3.2,Brunello Cucinelli & family,69,Male,Italy,Italy,Solomeo,Fashion & Retail,TRUE,110.62,0.6,2.001244392,82.9
3.2,Antonio Del Valle Ruiz & family,84,Male,Mexico,Mexico,Mexico City,Manufacturing,TRUE,141.54,3.6,1.258286717,75
3.2,Gustavo Denegri & family,86,Male,Italy,Italy,torino,Healthcare,TRUE,110.62,0.6,2.001244392,82.9
3.2,Dong Jinggui,53,Male,China,China,Wuxi,Automotive,TRUE,125.08,2.9,19.91,77
3.2,Charles Ergen,70,Male,United States,United States,Denver,Media & Entertainment,TRUE,117.24,7.5,21.4277,78.5
3.2,David Filo,56,Male,United States,United States,Palo Alto,Technology,TRUE,117.24,7.5,21.4277,78.5
3.2,Lindsay Fox,85,Male,Australia,Australia,Melbourne,Logistics,TRUE,119.8,1.6,1.392680589,82.7
3.2,Sergei Galitsky,55,Male,Russia,Russia,Krasnodar,Fashion & Retail,TRUE,180.75,4.5,1.699876579,72.7
3.2,Senapathy Gopalakrishnan,67,Male,India,India,Bangalore,Technology,TRUE,180.44,7.7,2.611,69.4
3.2,Luciano Hang,60,Male,Brazil,Brazil,Brusque,Fashion & Retail,TRUE,167.4,3.7,1.839758041,75.7
3.2,Michael Hintze,69,Male,Australia,United Kingdom,London,Finance & Investments,TRUE,119.62,1.7,2.827113185,81.3
3.2,Hu Baifan,60,Male,China,China,Shaoxing,Healthcare,TRUE,125.08,2.9,19.91,77
3.2,Hamilton James & family,71,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.2,Lee Boo-jin,52,Female,South Korea,South Korea,Seoul,Technology,FALSE,115.16,0.4,2.029,82.6
3.2,Li Liangbin,55,Male,China,China,Xinyu,Manufacturing,TRUE,125.08,2.9,19.91,77
3.2,Liang Feng,54,Male,China,China,Shanghai,Manufacturing,TRUE,125.08,2.9,19.91,77
3.2,Samir Mehta,59,Male,India,India,Ahmedabad,Healthcare,FALSE,180.44,7.7,2.611,69.4
3.2,Sudhir Mehta,68,Male,India,India,Ahmedabad,Healthcare,FALSE,180.44,7.7,2.611,69.4
3.2,Aristotelis Mistakidis,61,Male,Greece,Switzerland,Zug,Metals & Mining,TRUE,99.55,0.4,0.703082435,83.6
3.2,Geoffrey Palmer,72,Male,United States,United States,Beverly Hills,Real Estate,FALSE,117.24,7.5,21.4277,78.5
3.2,Roger Penske,86,Male,United States,United States,Birmingham,Automotive,TRUE,117.24,7.5,21.4277,78.5
3.2,Ravi Pillai,69,Male,India,United Arab Emirates,Dubai,Construction & Engineering,TRUE,114.52,-1.9,0.421142268,77.8
3.2,David Rubenstein,73,Male,United States,United States,Bethesda,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.2,Hilton Schlosberg,70,Male,United Kingdom,United States,Irvine,Food & Beverage,TRUE,117.24,7.5,21.4277,78.5
3.2,Klaus-Peter Schulenberg,71,Male,Germany,Germany,Bremen,Service,TRUE,112.85,1.4,3.845630031,80.9
3.2,Lynn Schusterman & family,84,Female,United States,United States,Tulsa,Energy,FALSE,117.24,7.5,21.4277,78.5
3.2,Isabella Ser_gnoli,77,Female,Italy,Italy,Bologna,Manufacturing,FALSE,110.62,0.6,2.001244392,82.9
3.2,Shen Guojun,60,Male,China,China,Beijing,Fashion & Retail,TRUE,125.08,2.9,19.91,77
3.2,Warren Stephens,66,Male,United States,United States,Little Rock,Finance & Investments,FALSE,117.24,7.5,21.4277,78.5
3.2,Pat Stryker,66,Female,United States,United States,Fort Collins,Healthcare,FALSE,117.24,7.5,21.4277,78.5
3.2,Roman Trotsenko,52,Male,Russia,Russia,Moscow,Logistics,TRUE,180.75,4.5,1.699876579,72.7
3.2,Harald Tschira,48,Male,Germany,Germany,Heidelberg,Technology,FALSE,112.85,1.4,3.845630031,80.9
3.2,Udo Tschira,53,Male,Germany,Germany,Wiesloch,Technology,FALSE,112.85,1.4,3.845630031,80.9
3.2,Vincent Viola,67,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.2,Wu Shaoxun,67,Male,China,China,Daye,Food & Beverage,TRUE,125.08,2.9,19.91,77
3.2,Steve Wynn,81,Male,United States,United States,Palm Beach,Gambling & Casinos,TRUE,117.24,7.5,21.4277,78.5
3.2,Jon Yarbrough,65,Male,United States,United States,Franklin,Gambling & Casinos,TRUE,117.24,7.5,21.4277,78.5
3.2,Zhou Bajin,87,Male,China,China,Changzhou,Manufacturing,TRUE,125.08,2.9,19.91,77
3.1,Cho Tak Wong,76,Male,Hong Kong,China,Fuqing,Manufacturing,TRUE,125.08,2.9,19.91,77
3.1,John Coates,53,Male,United Kingdom,United Kingdom,Stoke-On-Trent,Gambling & Casinos,TRUE,119.62,1.7,2.827113185,81.3
3.1,Ryan Cohen,37,Male,Canada,United States,Bal Harbour,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.1,Deng Wen,55,Male,China,China,Chengdu,Food & Beverage,TRUE,125.08,2.9,19.91,77
3.1,Gurbachan Singh Dhingra,72,Male,India,India,Delhi,Manufacturing,TRUE,180.44,7.7,2.611,69.4
3.1,Kuldip Singh Dhingra,75,Male,India,India,Delhi,Manufacturing,TRUE,180.44,7.7,2.611,69.4
3.1,Martin Ebner,77,Male,Switzerland,Switzerland,Wilen,Finance & Investments,TRUE,99.55,0.4,0.703082435,83.6
3.1,Charles Edelstenne,85,Male,France,France,Paris,Manufacturing,TRUE,110.05,1.1,2.715518274,82.5
3.1,Sergei Gordeev,50,Male,Russia,Russia,Moscow,Real Estate,TRUE,180.75,4.5,1.699876579,72.7
3.1,Jeff T. Green,46,Male,United States,United States,Newbury Park,Media & Entertainment,TRUE,117.24,7.5,21.4277,78.5
3.1,Reed Hastings,62,Male,United States,United States,Santa Cruz,Technology,TRUE,117.24,7.5,21.4277,78.5
3.1,Bertil Hult,82,Male,Sweden,Switzerland,Lucerne,Service,TRUE,99.55,0.4,0.703082435,83.6
3.1,Miguel Krigsner,73,Male,Brazil,Brazil,Sao Jose dos Pinhais,Fashion & Retail,TRUE,167.4,3.7,1.839758041,75.7
3.1,Kuok Khoon Hong,73,Male,Singapore,Singapore,Singapore,Manufacturing,FALSE,114.41,0.6,0.372062527,83.1
3.1,Aerin Lauder,52,Female,United States,United States,New York,Fashion & Retail,FALSE,117.24,7.5,21.4277,78.5
3.1,Sheldon Lavin,90,Male,United States,United States,Highland Park,Food & Beverage,TRUE,117.24,7.5,21.4277,78.5
3.1,Yin Yee Lee,71,Male,China,Hong Kong,Hong Kong,Manufacturing,TRUE,NA,NA,NA,NA
3.1,Vladimir Litvinenko & family,67,Male,Russia,Russia,Saint Petersburg,Manufacturing,TRUE,180.75,4.5,1.699876579,72.7
3.1,Daniel Mate,59,Male,Spain,Switzerland,Kanton Schwyz,Metals & Mining,TRUE,99.55,0.4,0.703082435,83.6
3.1,Ravi Modi,46,Male,India,India,Kolkata,Fashion & Retail,TRUE,180.44,7.7,2.611,69.4
3.1,Farhad Moshiri,67,Male,United Kingdom,Monaco,Monaco,Diversified,TRUE,NA,NA,0.007184844,NA
3.1,Jonathan Nelson,66,Male,United States,United States,Providence,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3.1,Or Wai Sheun,71,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,TRUE,NA,NA,NA,NA
3.1,Katharina Otto-Bernstein,59,Female,Germany,United States,New York,Real Estate,FALSE,117.24,7.5,21.4277,78.5
3.1,Sergei Popov,51,Male,Russia,Switzerland,NA,Finance & Investments,TRUE,99.55,0.4,0.703082435,83.6
3.1,Penny Pritzker,63,Female,United States,United States,Chicago,Finance & Investments,FALSE,117.24,7.5,21.4277,78.5
3.1,Theodore Rachmat,79,Male,Indonesia,Indonesia,Jakarta,Diversified,FALSE,151.18,3,1.119190781,71.5
3.1,Renzo Rosso & family,67,Male,Italy,Italy,Bassano del Grappa,Fashion & Retail,TRUE,110.62,0.6,2.001244392,82.9
3.1,Friede Springer,80,Female,Germany,Germany,Berlin,Media & Entertainment,FALSE,112.85,1.4,3.845630031,80.9
3.1,Rita Tong Liu,74,Female,Hong Kong,Hong Kong,Hong Kong,Real Estate,TRUE,NA,NA,NA,NA
3.1,Timur Turlov,35,Male,Kazakhstan,Kazakhstan,Almaty,Finance & Investments,TRUE,182.75,5.2,0.180161741,73.2
3.1,Frank VanderSloot,74,Male,United States,United States,Idaho Falls,Fashion & Retail,TRUE,117.24,7.5,21.4277,78.5
3.1,Yoo Jung-hyun,53,Female,South Korea,South Korea,Jeju-do,Media & Entertainment,TRUE,115.16,0.4,2.029,82.6
3,Abdulla bin Ahmad Al Ghurair & family,NA,Male,United Arab Emirates,United Arab Emirates,Dubai,Diversified,FALSE,114.52,-1.9,0.421142268,77.8
3,Semahat Sevim Arsel,94,Female,Turkey,Turkey,Istanbul,Diversified,FALSE,234.44,15.2,0.754411708,77.4
3,Nicolas Berggruen,61,Male,United States,United States,Beverly Hills,Real Estate,FALSE,117.24,7.5,21.4277,78.5
3,George Bishop,85,Male,United States,United States,The Woodlands,Energy,TRUE,117.24,7.5,21.4277,78.5
3,Norman Braman,90,Male,United States,United States,Miami,Automotive,TRUE,117.24,7.5,21.4277,78.5
3,Eva Maria Bucher-Haefner,66,Female,Switzerland,Switzerland,Zurich,Technology,FALSE,99.55,0.4,0.703082435,83.6
3,Cai Dongchen,70,Male,China,China,Luancheng,Healthcare,TRUE,125.08,2.9,19.91,77
3,Jean-Pierre Cayard,80,Male,France,France,Paris,Food & Beverage,FALSE,110.05,1.1,2.715518274,82.5
3,Chan Tan Ching-fen,NA,Female,Hong Kong,Hong Kong,Hong Kong,Real Estate,FALSE,NA,NA,NA,NA
3,Todd Christopher,60,Male,United States,United States,Clearwater,Fashion & Retail,TRUE,117.24,7.5,21.4277,78.5
3,Mang Yee Chu & family,63,Male,China,China,Guangzhou,Real Estate,TRUE,125.08,2.9,19.91,77
3,"William Conway, Jr.",73,Male,United States,United States,McLean,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3,Jean Coutu & family,95,Male,Canada,Canada,Montreal,Fashion & Retail,TRUE,116.76,1.9,1.73642563,81.9
3,Catheline Perier D'Ieteren,78,Female,Belgium,NA,NA,Automotive,FALSE,NA,NA,NA,NA
3,"Edward DeBartolo, Jr.",76,Male,United States,United States,Tampa,Real Estate,FALSE,117.24,7.5,21.4277,78.5
3,Stephen Deckoff,57,Male,United States,United States,St. John,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
3,Feng Hailiang,62,Male,China,China,Zhuji,Metals & Mining,TRUE,125.08,2.9,19.91,77
3,"Ernest Garcia, II.",65,Male,United States,United States,Tempe,Automotive,TRUE,117.24,7.5,21.4277,78.5
3,Sam Goi,76,Male,Singapore,Singapore,Singapore,Food & Beverage,TRUE,114.41,0.6,0.372062527,83.1
3,Carlos Hank Rhon,75,Male,Mexico,Mexico,Mexico City,Diversified,FALSE,141.54,3.6,1.258286717,75
3,Susan Carol Holland,66,Female,Italy,Italy,Milan,Manufacturing,FALSE,110.62,0.6,2.001244392,82.9
3,Hui Ka Yan,64,Male,China,China,Shenzhen,Real Estate,TRUE,125.08,2.9,19.91,77
3,Vivek Jain,67,Male,India,India,Delhi,Manufacturing,FALSE,180.44,7.7,2.611,69.4
3,Friedrich Knapp,71,Male,Germany,Germany,Brunswick,Fashion & Retail,TRUE,112.85,1.4,3.845630031,80.9
3,Egor Kulkov,51,Male,Russia,Switzerland,Grimisuat,Healthcare,TRUE,99.55,0.4,0.703082435,83.6
3,Lin Ming-hsiung,73,Male,Taiwan,Taiwan,Taipei,Fashion & Retail,TRUE,NA,NA,NA,NA
3,Lin Xiucheng & family,67,Male,China,China,Xiamen,Technology,TRUE,125.08,2.9,19.91,77
3,Harsh Mariwala,71,Male,India,India,Mumbai,Food & Beverage,FALSE,180.44,7.7,2.611,69.4
