year,net_worth,full_name,age,gender,country_of_citizenship,country_of_residence,city_of_residence,self_made,wealth_status,industries,region_gdp,industry_gdp
2021,2.8,James Clark,77,Male,United States,United States,Palm Beach,TRUE,Increased,Technology,23.3,1.3187
2021,2.8,Doris Fisher,89,Female,United States,United States,San Francisco,TRUE,Increased,Fashion & Retail,23.3,1.5349000000000002
2021,2.8,Gary Friedman,63,Male,United States,United States,Belvedere,TRUE,NA,Fashion & Retail,23.3,1.5349000000000002
2021,2.8,Valentin Gapontsev & family,82,Male,United States,United States,Worcester,TRUE,Increased,Manufacturing,23.3,2.3665
2021,2.8,David Gottesman,94,Male,United States,United States,Rye,TRUE,Increased,Finance & Investments,23.3,1.8527
2021,2.8,John Henry,71,Male,United States,United States,Boca Raton,TRUE,Increased,Sports,23.3,NA
2021,2.8,Travis Kalanick,44,Male,United States,United States,Los Angeles,TRUE,Increased,Technology,23.3,1.3187
2021,2.8,"Drayton McLane, Jr.",84,Male,United States,United States,Temple,FALSE,Increased,Fashion & Retail,23.3,1.5349000000000002
2021,2.8,T. Denny Sanford,85,Male,United States,United States,Sioux Falls,TRUE,Increased,Finance & Investments,23.3,1.8527
2021,2.8,Hilton Schlosberg,68,Male,United Kingdom,United States,Irvine,TRUE,Increased,Food & Beverage,23.3,0.6885
2021,2.8,Warren Stephens,64,Male,United States,United States,Little Rock,FALSE,Increased,Finance & Investments,23.3,1.8527
2021,2.8,Kenneth Tuchman,61,Male,United States,United States,Denver,TRUE,Increased,Service,23.3,NA
2021,2.8,Tony Xu,36,Male,United States,United States,San Francisco,TRUE,NA,Technology,23.3,1.3187
2021,2.7,Timothy Boyle,71,Male,United States,United States,Portland,TRUE,Increased,Fashion & Retail,23.3,1.5349000000000002
2021,2.7,John Paul DeJoria,76,Male,United States,United States,Austin,TRUE,Decreased,Fashion & Retail,23.3,1.5349000000000002
2021,2.7,James Jannard,71,Male,United States,United States,San Juan Islands,TRUE,Decreased,Fashion & Retail,23.3,1.5349000000000002
2021,2.7,Vinod Khosla,66,Male,United States,United States,Portola Valley,TRUE,Increased,Technology,23.3,1.3187
2021,2.7,Sean Parker,41,Male,United States,United States,Los Angeles,TRUE,Remained Even,Technology,23.3,1.3187
2021,2.7,Richard Peery,82,Male,United States,United States,Palo Alto,TRUE,Increased,Real Estate,23.3,3.1197
2021,2.7,"H. Ross Perot, Jr.",62,Male,United States,United States,Dallas,FALSE,Increased,Real Estate,23.3,3.1197
2021,2.7,Oprah Winfrey,67,Female,United States,United States,Montecito,TRUE,Increased,Media & Entertainment,23.3,0.21569999999999998
2021,2.7,Mortimer Zuckerman,83,Male,United States,United States,New York,TRUE,Increased,Real Estate,23.3,3.1197
2021,2.6,Brian Acton,49,Male,United States,United States,Palo Alto,TRUE,Increased,Technology,23.3,1.3187
2021,2.6,Anthony Hsieh,56,Male,United States,United States,Newport Beach,TRUE,NA,Finance & Investments,23.3,1.8527
2021,2.6,Brad Kelley,64,Male,United States,United States,Franklin,TRUE,Increased,Real Estate,23.3,3.1197
2021,2.6,C. Dean Metropoulos,74,Male,United States,United States,Palm Beach,TRUE,Increased,Food & Beverage,23.3,0.6885
2021,2.6,Daniel Pritzker,61,Male,United States,United States,Marin County,FALSE,Increased,Finance & Investments,23.3,1.8527
2021,2.6,Steven Sarowitz,55,Male,United States,United States,Highland Park,TRUE,Increased,Technology,23.3,1.3187
2021,2.6,Dan Snyder,56,Male,United States,United States,Potomac,TRUE,Remained Even,Sports,23.3,NA
2021,2.6,Evan Williams,49,Male,United States,United States,San Francisco,TRUE,Increased,Technology,23.3,1.3187
2021,2.6,Charles Zegar,73,Male,United States,United States,New York,TRUE,Increased,Media & Entertainment,23.3,0.21569999999999998
2021,2.5,John Arrillaga,84,Male,United States,United States,Portola Valley,TRUE,Increased,Real Estate,23.3,3.1197
2021,2.5,Carol Jenkins Barnett,64,Female,United States,United States,Lakeland,FALSE,Increased,Food & Beverage,23.3,0.6885
2021,2.5,William Berkley,74,Male,United States,United States,Coconut Grove,TRUE,Decreased,Finance & Investments,23.3,1.8527
2021,2.5,Jim Breyer,59,Male,United States,United States,Austin,TRUE,Increased,Technology,23.3,1.3187
2021,2.5,Leon G. Cooperman,77,Male,United States,United States,Boca Raton,TRUE,Decreased,Finance & Investments,23.3,1.8527
2021,2.5,Gerald Ford,76,Male,United States,United States,Dallas,TRUE,Increased,Finance & Investments,23.3,1.8527
2021,2.5,Phillip Frost,84,Male,United States,United States,Miami Beach,TRUE,Increased,Health care,23.3,1.7470999999999999
2021,2.5,"Jeremy Jacobs, Sr. & family",81,Male,United States,United States,East Aurora,FALSE,Decreased,Service,23.3,NA
2021,2.5,Mark & Robyn Jones,NA,NA,United States,United States,Westlake,TRUE,NA,Finance & Investments,23.3,1.8527
2021,2.5,Matthew Prince,46,Male,United States,United States,Park City,TRUE,NA,Technology,23.3,1.3187
2021,2.5,John Pritzker,67,Male,United States,United States,San Francisco,FALSE,Decreased,Finance & Investments,23.3,1.8527
2021,2.5,Rodney Sacks,71,Male,United States,United States,Laguna Beach,TRUE,Increased,Food & Beverage,23.3,0.6885
2021,2.5,Kavitark Ram Shriram,64,Male,United States,United States,Menlo Park,TRUE,Increased,Technology,23.3,1.3187
2021,2.5,Daniel Sundheim,44,Male,United States,United States,New York,TRUE,NA,Finance & Investments,23.3,1.8527
2021,2.4,Todd Christopher,58,Male,United States,United States,Clearwater,TRUE,Increased,Fashion & Retail,23.3,1.5349000000000002
2021,2.4,Chetan Dube,55,Male,United States,United States,New York,TRUE,NA,Technology,23.3,1.3187
2021,2.4,Stephen Feinberg,61,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,23.3,1.8527
2021,2.4,Donald Horton & family,71,Male,United States,United States,Fort Worth,TRUE,Returned to List,Real Estate,23.3,3.1197
2021,2.4,Gail Miller,77,Female,United States,United States,Salt Lake City,TRUE,Increased,Automotive,23.3,NA
2021,2.4,Austin Russell,26,Male,United States,United States,Los Altos,TRUE,NA,Automotive,23.3,NA
2021,2.4,Alice Schwartz,94,Female,United States,United States,El Cerrito,TRUE,Increased,Health care,23.3,1.7470999999999999
2021,2.4,William Stone,65,Male,United States,United States,Naples,TRUE,Increased,Technology,23.3,1.3187
2021,2.4,Donald Trump,74,Male,United States,United States,Palm Beach,FALSE,Increased,Real Estate,23.3,3.1197
2021,2.4,John Tyson,67,Male,United States,United States,Springdale,FALSE,Increased,Food & Beverage,23.3,0.6885
2021,2.3,Bill Alfond,72,Male,United States,United States,Boston,FALSE,Increased,Fashion & Retail,23.3,1.5349000000000002
2021,2.3,Susan Alfond,75,Female,United States,United States,Scarborough,FALSE,Increased,Fashion & Retail,23.3,1.5349000000000002
2021,2.3,Ted Alfond,76,Male,United States,United States,Weston,FALSE,Increased,Fashion & Retail,23.3,1.5349000000000002
2021,2.3,Jim Coulter,61,Male,United States,United States,San Francisco,TRUE,Decreased,Finance & Investments,23.3,1.8527
2021,2.3,"Edward DeBartolo, Jr.",74,Male,United States,United States,Tampa,FALSE,Increased,Real Estate,23.3,3.1197
2021,2.3,Noam Gottesman,59,Male,United States,United States,New York,TRUE,Decreased,Finance & Investments,23.3,1.8527
2021,2.3,Joseph Grendys,59,Male,United States,United States,Chicago,TRUE,Increased,Food & Beverage,23.3,0.6885
2021,2.3,Stewart Horejsi & family,83,Male,United States,United States,Phoenix,TRUE,Increased,Finance & Investments,23.3,1.8527
2021,2.3,Jared Isaacman,38,Male,United States,United States,Easton,TRUE,NA,Technology,23.3,1.3187
2021,2.3,Boris Jordan,54,Male,United States,United States,New York,TRUE,NA,Manufacturing,23.3,2.3665
2021,2.3,Jim Kavanaugh,58,Male,United States,United States,St. Louis,TRUE,Increased,Technology,23.3,1.3187
2021,2.3,Clayton Mathile,80,Male,United States,United States,Brookville,TRUE,Remained Even,Food & Beverage,23.3,0.6885
2021,2.3,Andrew Paradise,38,Male,United States,United States,San Francisco,TRUE,NA,Media & Entertainment,23.3,0.21569999999999998
2021,2.3,Stewart Rahr,75,Male,United States,United States,New York,FALSE,Remained Even,Health care,23.3,1.7470999999999999
2021,2.3,Michael Saylor,56,Male,United States,United States,Vienna,TRUE,NA,Technology,23.3,1.3187
2021,2.3,Ted Turner,82,Male,United States,United States,Atlanta,FALSE,Increased,Media & Entertainment,23.3,0.21569999999999998
2021,2.3,Elaine Wynn,78,Female,United States,United States,Las Vegas,TRUE,Increased,Gambling & Casinos,23.3,NA
2021,2.3,Jerry Yang,52,Male,United States,United States,Los Altos Hills,TRUE,Decreased,Technology,23.3,1.3187
2021,2.2,Bill Austin,79,Male,United States,United States,Brownsville,TRUE,Increased,Manufacturing,23.3,2.3665
2021,2.2,Richard Barton,53,Male,United States,United States,Seattle,TRUE,NA,Real Estate,23.3,3.1197
2021,2.2,Edward Bass,75,Male,United States,United States,Fort Worth,FALSE,Increased,Energy,23.3,NA
2021,2.2,"Frank Fertitta, III.",59,Male,United States,United States,Las Vegas,FALSE,Increased,Sports,23.3,NA
2021,2.2,Lorenzo Fertitta,52,Male,United States,United States,Las Vegas,FALSE,Increased,Sports,23.3,NA
2021,2.2,Jeffrey Gundlach,62,Male,United States,United States,Los Angeles,TRUE,Increased,Finance & Investments,23.3,1.8527
2021,2.2,Randal J. Kirk,67,Male,United States,United States,Manalapan,TRUE,Increased,Health care,23.3,1.7470999999999999
2021,2.2,Jeff Lawson,43,Male,United States,United States,San Francisco,TRUE,NA,Technology,23.3,1.3187
2021,2.2,Max Levchin,45,Male,United States,United States,San Francisco,TRUE,NA,Finance & Investments,23.3,1.8527
2021,2.2,Bob Parsons,70,Male,United States,United States,Scottsdale,TRUE,Decreased,Technology,23.3,1.3187
2021,2.2,Phillip T. (Terry) Ragon,71,Male,United States,United States,Boston,TRUE,Increased,Technology,23.3,1.3187
2021,2.2,Vlad Shmunis,60,Male,United States,United States,San Francisco,TRUE,Increased,Technology,23.3,1.3187
2021,2.2,Dean Solon,56,Male,United States,United States,Gallatin,TRUE,NA,Energy,23.3,NA
2021,2.2,Timothy Springer,73,Male,United States,United States,Chestnut Hill,TRUE,NA,Health care,23.3,1.7470999999999999
2021,2.2,David Walentas,82,Male,United States,United States,New York,TRUE,Decreased,Real Estate,23.3,3.1197
2021,2.1,George Bishop,83,Male,United States,United States,The Woodlands,TRUE,Decreased,Energy,23.3,NA
2021,2.1,Herb Chambers,79,Male,United States,United States,Boston,TRUE,Increased,Automotive,23.3,NA
2021,2.1,Andrew & Peggy Cherng,NA,NA,United States,United States,Las Vegas,TRUE,Decreased,Food & Beverage,23.3,0.6885
2021,2.1,Ray Davis,79,Male,United States,United States,Dallas,TRUE,Increased,Energy,23.3,NA
2021,2.1,William Fisher,64,Male,United States,United States,San Francisco,FALSE,Returned to List,Fashion & Retail,23.3,1.5349000000000002
2021,2.1,Gordon Getty,87,Male,United States,United States,San Francisco,FALSE,Remained Even,Energy,23.3,NA
2021,2.1,Alexander Karp,53,Male,United States,United States,Palo Alto,TRUE,Increased,Technology,23.3,1.3187
2021,2.1,Bruce Karsh,65,Male,United States,United States,Los Angeles,TRUE,Decreased,Finance & Investments,23.3,1.8527
2021,2.1,Philippe Laffont,53,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,23.3,1.8527
2021,2.1,Henry Laufer,75,Male,United States,United States,Lake Worth,TRUE,Remained Even,Finance & Investments,23.3,1.8527
2021,2.1,Frank Laukien,61,Male,United States,United States,Boston,FALSE,Increased,Manufacturing,23.3,2.3665
2021,2.1,Daniel Lubetzky,52,Male,United States,United States,New York,TRUE,Increased,Food & Beverage,23.3,0.6885
2021,2.1,Igor Makarov,59,Male,Russia,United States,Miami,TRUE,Remained Even,Energy,23.3,NA
2021,2.1,Howard Marks,74,Male,United States,United States,New York,TRUE,Decreased,Finance & Investments,23.3,1.8527
2021,2.1,Vincent McMahon,75,Male,United States,United States,Greenwich,TRUE,Increased,Sports,23.3,NA
2021,2.1,David Murdock,97,Male,United States,United States,Ventura,TRUE,Increased,Food & Beverage,23.3,0.6885
2021,2.1,Roger Penske,84,Male,United States,United States,Birmingham,TRUE,Increased,Automotive,23.3,NA
2021,2.1,Phil Ruffin,86,Male,United States,United States,Las Vegas,TRUE,Decreased,Diversified,23.3,NA
2021,2.1,Richard Sands,70,Male,United States,United States,Delray Beach,FALSE,Decreased,Food & Beverage,23.3,0.6885
2021,2.1,Robert Sands,62,Male,United States,United States,Delray Beach,FALSE,Increased,Food & Beverage,23.3,0.6885
2021,2.1,Jeffrey Talpins,46,Male,United States,United States,Larchmont,TRUE,Increased,Finance & Investments,23.3,1.8527
2021,2.1,Michael Xie,52,Male,United States,United States,Los Altos Hills,TRUE,NA,Technology,23.3,1.3187
2021,2,S. Daniel Abraham,96,Male,United States,United States,Palm Beach,TRUE,Remained Even,Food & Beverage,23.3,0.6885
2021,2,George Argyros & family,84,Male,United States,United States,Newport Beach,TRUE,Increased,Real Estate,23.3,3.1197
2021,2,J. Hyatt Brown,83,Male,United States,United States,Ormond Beach,FALSE,Increased,Finance & Investments,23.3,1.8527
2021,2,Glenn Dubin,63,Male,United States,United States,New York,TRUE,Remained Even,Finance & Investments,23.3,1.8527
2021,2,Andy Fang,28,Male,United States,United States,MONTE VISTA,TRUE,NA,Technology,23.3,1.3187
2021,2,Kenneth Feld & family,72,Male,United States,United States,Sarasota,FALSE,Remained Even,Media & Entertainment,23.3,0.21569999999999998
2021,2,Dennis Gillings,76,Male,United Kingdom,United States,Durham,TRUE,Increased,Health care,23.3,1.7470999999999999
2021,2,Jeffery Hildebrand,62,Male,United States,United States,Houston,TRUE,Decreased,Energy,23.3,NA
2021,2,J. Tomilson Hill,72,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,23.3,1.8527
2021,2,Orion Hindawi,41,Male,United States,United States,Seattle,TRUE,Increased,Technology,23.3,1.3187
2021,2,Reid Hoffman,53,Male,United States,United States,Palo Alto,TRUE,Increased,Technology,23.3,1.3187
2021,2,W. Herbert Hunt,92,Male,United States,United States,Dallas,FALSE,Increased,Energy,23.3,NA
2021,2,George Joseph,99,Male,United States,United States,Los Angeles,TRUE,Increased,Finance & Investments,23.3,1.8527
2021,2,Thomas Lee,77,Male,United States,United States,New York,TRUE,Remained Even,Finance & Investments,23.3,1.8527
2021,2,Jeffrey Lorberbaum,66,Male,United States,United States,Chattanooga,FALSE,Returned to List,Manufacturing,23.3,2.3665
2021,2,Jed McCaleb,46,Male,United States,United States,Berkeley,TRUE,NA,Finance & Investments,23.3,1.8527
2021,2,Craig McCaw,71,Male,United States,United States,Hunts Point,FALSE,Increased,Telecom,23.3,NA
2021,2,Charles Munger,97,Male,United States,United States,Los Angeles,TRUE,Increased,Finance & Investments,23.3,1.8527
2021,2,David Nahmad,73,Male,Monaco,United States,New York,TRUE,Increased,Fashion & Retail,23.3,1.5349000000000002
2021,2,Jonathan Nelson,64,Male,United States,United States,Providence,TRUE,Increased,Finance & Investments,23.3,1.8527
2021,2,Kevin Plank,48,Male,United States,United States,Lutherville-Timonium,TRUE,Increased,Fashion & Retail,23.3,1.5349000000000002
2021,2,Jennifer Pritzker,70,Female,United States,United States,Chicago,FALSE,Increased,Finance & Investments,23.3,1.8527
2021,2,Linda Pritzker,67,Female,United States,United States,Missoula,FALSE,Remained Even,Service,23.3,NA
2021,2,"Joe Rogers, Jr.",NA,Male,United States,United States,Atlanta,FALSE,NA,Food & Beverage,23.3,0.6885
2021,2,Stanley Tang,28,Male,United States,United States,San Francisco,TRUE,NA,Technology,23.3,1.3187
2021,2,Hamdi Ulukaya,48,Male,Turkey,United States,Norwich,TRUE,Increased,Food & Beverage,23.3,0.6885
2021,2,Amy Wyss,50,Female,United States,United States,Wilson,FALSE,Remained Even,Health care,23.3,1.7470999999999999
2021,2,William Young,80,Male,United States,United States,Ypsilanti,TRUE,Decreased,Manufacturing,23.3,2.3665
2021,1.9,Noubar Afeyan,58,Male,United States,United States,Lexington,TRUE,NA,Health care,23.3,1.7470999999999999
2021,1.9,Felix Baker,52,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,23.3,1.8527
2021,1.9,Julian Baker,54,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,23.3,1.8527
2021,1.9,Lee Bass,64,Male,United States,United States,Fort Worth,FALSE,Increased,Energy,23.3,NA
2021,1.9,Chen Tei-fu,72,Male,Taiwan,United States,Los Angeles,TRUE,Decreased,Fashion & Retail,23.3,1.5349000000000002
2021,1.9,Thierry Cruanes,53,Male,United States,United States,San Mateo,TRUE,NA,Technology,23.3,1.3187
2021,1.9,Benoit Dageville,54,Male,United States,United States,San Carlos,TRUE,NA,Technology,23.3,1.3187
2021,1.9,James Dinan,61,Male,United States,United States,North Salem,TRUE,Decreased,Finance & Investments,23.3,1.8527
2021,1.9,Fred Ehrsam,32,Male,United States,United States,Miami,TRUE,NA,Finance & Investments,23.3,1.8527
2021,1.9,Robert Fisher,67,Male,United States,United States,San Francisco,FALSE,Returned to List,Fashion & Retail,23.3,1.5349000000000002
2021,1.9,"William Foley, II.",76,Male,United States,United States,Las Vegas,TRUE,NA,Finance & Investments,23.3,1.8527
2021,1.9,Bill Haslam,62,Male,United States,United States,Knoxville,FALSE,Increased,Fashion & Retail,23.3,1.5349000000000002
2021,1.9,Stanley Hubbard,87,Male,United States,United States,St. Paul,FALSE,Decreased,Media & Entertainment,23.3,0.21569999999999998
2021,1.9,Hamilton James,69,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,23.3,1.8527
2021,1.9,Alexis Lê-Quôc,46,Male,United States,United States,New York,TRUE,NA,Technology,23.3,1.3187
2021,1.9,Olivier Pomel,44,Male,France,United States,New York,TRUE,NA,Technology,23.3,1.3187
2021,1.9,Larry Robbins,51,Male,United States,United States,Alpine,TRUE,Remained Even,Finance & Investments,23.3,1.8527
2021,1.9,Brian Roberts,61,Male,United States,United States,Philadelphia,FALSE,Increased,Media & Entertainment,23.3,0.21569999999999998
2021,1.9,Frank Slootman,62,Male,United States,United States,Pleasanton,TRUE,NA,Technology,23.3,1.3187
2021,1.9,Kevin Systrom,37,Male,United States,United States,San Francisco,TRUE,Increased,Technology,23.3,1.3187
2021,1.9,Patrizio Vinciarelli,74,Male,United States,United States,Boston,TRUE,NA,Technology,23.3,1.3187
2021,1.9,Todd Wagner,60,Male,United States,United States,Dallas,TRUE,Increased,Media & Entertainment,23.3,0.21569999999999998
2021,1.9,Stephen Winn,74,Male,United States,United States,Dallas,TRUE,Increased,Real Estate,23.3,3.1197
2021,1.9,Anita Zucker,69,Female,United States,United States,Charleston,FALSE,Increased,Manufacturing,23.3,2.3665
2021,1.8,Leslie Alexander,77,Male,United States,United States,Houston,TRUE,Increased,Sports,23.3,NA
2021,1.8,O. Francis Biondi,56,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,23.3,1.8527
2021,1.8,David Booth,75,Male,United States,United States,Austin,TRUE,Increased,Finance & Investments,23.3,1.8527
2021,1.8,Yvon Chouinard,82,Male,United States,United States,Ventura,TRUE,Increased,Fashion & Retail,23.3,1.5349000000000002
2021,1.8,Jamie Dimon,65,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,23.3,1.8527
2021,1.8,Robert Duggan,76,Male,United States,United States,Clearwater,TRUE,Remained Even,Health care,23.3,1.7470999999999999
2021,1.8,James France,76,Male,United States,United States,Daytona Beach,FALSE,Remained Even,Sports,23.3,NA
2021,1.8,Mario Gabelli,79,Male,United States,United States,Greenwich,TRUE,Increased,Finance & Investments,23.3,1.8527
2021,1.8,Ali Ghodsi,42,Male,Sweden,United States,San Francisco,TRUE,NA,Technology,23.3,1.3187
2021,1.8,Brian Higgins,56,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,23.3,1.8527
2021,1.8,David Hindawi,76,Male,United States,United States,Seattle,TRUE,Increased,Technology,23.3,1.3187
2021,1.8,Drew Houston,38,Male,United States,United States,San Francisco,TRUE,Increased,Technology,23.3,1.3187
2021,1.8,Thomas James,78,Male,United States,United States,Saint Petersburg,FALSE,Increased,Finance & Investments,23.3,1.8527
2021,1.8,Willis Johnson,73,Male,United States,United States,Franklin,TRUE,NA,Automotive,23.3,NA
2021,1.8,Marc Lasry,60,Male,United States,United States,New York,TRUE,Remained Even,Finance & Investments,23.3,1.8527
2021,1.8,Glenn Sanford,54,Male,United States,United States,Blaine,TRUE,NA,Real Estate,23.3,3.1197
2021,1.8,Leonard Schleifer,68,Male,United States,United States,Tarrytown,TRUE,Decreased,Health care,23.3,1.7470999999999999
2021,1.8,Henry Swieca,63,Male,United States,United States,New York,TRUE,Remained Even,Finance & Investments,23.3,1.8527
2021,1.8,Kanye West,43,Male,United States,United States,Los Angeles,TRUE,NA,Fashion & Retail,23.3,1.5349000000000002
2021,1.7,Marc Andreessen,49,Male,United States,United States,Atherton,TRUE,Increased,Finance & Investments,23.3,1.8527
2021,1.7,Nicolas Berggruen,59,Male,United States,United States,Beverly Hills,FALSE,Increased,Finance & Investments,23.3,1.8527
2021,1.7,Peter Buck,90,Male,United States,United States,Danbury,TRUE,Increased,Food & Beverage,23.3,0.6885
2021,1.7,Stewart Butterfield,48,Male,Canada,United States,Aspen,TRUE,NA,Technology,23.3,1.3187
2021,1.7,Alexandra Daitch,58,Female,United States,United States,Old Lyme,FALSE,Increased,Food & Beverage,23.3,0.6885
2021,1.7,Paul Foster,63,Male,United States,United States,El Paso,TRUE,Increased,Energy,23.3,NA
2021,1.7,Christopher Goldsbury,78,Male,United States,United States,San Antonio,FALSE,Remained Even,Food & Beverage,23.3,0.6885
2021,1.7,Patrick Hanrahan,65,Male,United States,United States,Portola Valley,TRUE,Increased,Technology,23.3,1.3187
2021,1.7,Edward Lampert,58,Male,United States,United States,Miami Beach,TRUE,Returned to List,Finance & Investments,23.3,1.8527
2021,1.7,Jimmy John Liautaud,57,Male,United States,United States,Key Largo,TRUE,Remained Even,Food & Beverage,23.3,0.6885
2021,1.7,David Lichtenstein,59,Male,United States,United States,Monsey,TRUE,Remained Even,Real Estate,23.3,3.1197
2021,1.7,Sarah MacMillan,67,Female,United States,United States,Los Angeles,FALSE,Increased,Food & Beverage,23.3,0.6885
2021,1.7,Todd McKinnon,49,Male,United States,United States,San Francisco,TRUE,NA,Technology,23.3,1.3187
2021,1.7,Gary Michelson,72,Male,United States,United States,Los Angeles,TRUE,Remained Even,Health care,23.3,1.7470999999999999
2021,1.7,Jorge Perez,71,Male,United States,United States,Miami,TRUE,Decreased,Real Estate,23.3,3.1197
2021,1.7,Nicholas Pritzker,77,Male,United States,United States,Nicasio,FALSE,Decreased,Finance & Investments,23.3,1.8527
2021,1.7,Jerry Reinsdorf,85,Male,United States,United States,Chicago,TRUE,Increased,Sports,23.3,NA
2021,1.7,Sheryl Sandberg,51,Female,United States,United States,Menlo Park,TRUE,Increased,Technology,23.3,1.3187
2021,1.7,Andres Santo Domingo,42,Male,United States,United States,New York,FALSE,Decreased,Food & Beverage,23.3,0.6885
2021,1.7,Lucy Stitzer,61,Female,United States,United States,Greenwich,FALSE,Increased,Food & Beverage,23.3,0.6885
2021,1.7,Peter Szulczewski,39,Male,Canada,United States,San Francisco,TRUE,Decreased,Technology,23.3,1.3187
2021,1.7,Charlotte Colket Weber,78,Female,United States,United States,Hobe Sound,FALSE,Remained Even,Food & Beverage,23.3,0.6885
2021,1.7,Hope Welker,35,Female,Australia,United States,New York,FALSE,Returned to List,Metals & Mining,23.3,0.332
2021,1.6,William Boyd & family,89,Male,United States,United States,Las Vegas,TRUE,Returned to List,Gambling & Casinos,23.3,NA
2021,1.6,Ryan Cohen,35,Male,Canada,United States,Bal Harbour,TRUE,NA,Finance & Investments,23.3,1.8527
2021,1.6,Henrik Fisker,57,Male,United States,United States,Los Angeles,TRUE,NA,Automotive,23.3,NA
2021,1.6,Donald Foss,76,Male,United States,United States,Farmington Hills,TRUE,Increased,Automotive,23.3,NA
2021,1.6,Geeta Gupta-Fisker,46,Female,United Kingdom,United States,Los Angeles,TRUE,NA,Automotive,23.3,NA
2021,1.6,"B. Wayne Hughes, Jr.",60,Male,United States,United States,Malibu,FALSE,Increased,Real Estate,23.3,3.1197
2021,1.6,Michael Jordan,58,Male,United States,United States,Jupiter,TRUE,Decreased,Sports,23.3,NA
2021,1.6,William Koch,80,Male,United States,United States,Palm Beach,FALSE,Increased,Energy,23.3,NA
2021,1.6,Robert Langer,72,Male,United States,United States,Boston,TRUE,NA,Health care,23.3,1.7470999999999999
2021,1.6,Catherine Lozick,75,Female,United States,United States,Fort Lauderdale,FALSE,Remained Even,Manufacturing,23.3,2.3665
2021,1.6,Gary Magness,67,Male,United States,United States,Denver,FALSE,Increased,Media & Entertainment,23.3,0.21569999999999998
2021,1.6,David Paul,54,Male,United States,United States,Audubon,TRUE,Increased,Health care,23.3,1.7470999999999999
2021,1.6,Nelson Peltz,78,Male,United States,United States,Bedford,TRUE,Remained Even,Finance & Investments,23.3,1.8527
2021,1.6,Barry Silbert,44,Male,United States,United States,Rye,TRUE,NA,Finance & Investments,23.3,1.8527
2021,1.6,Peter Sperling,61,Male,United States,United States,Phoenix,FALSE,Increased,Service,23.3,NA
2021,1.6,David Zalik,47,Male,United States,United States,Atlanta,TRUE,Increased,Technology,23.3,1.3187
2021,1.5,"Herbert Allen, Jr. & family",81,Male,United States,United States,New York,FALSE,Increased,Finance & Investments,23.3,1.8527
2021,1.5,Steve Case,62,Male,United States,United States,McLean,TRUE,Increased,Technology,23.3,1.3187
2021,1.5,Safra Catz,59,Female,United States,United States,Redwood City,TRUE,Returned to List,Technology,23.3,1.3187
2021,1.5,Bharat Desai,68,Male,United States,United States,Fisher Island,TRUE,Increased,Technology,23.3,1.3187
2021,1.5,Tim Draper,62,Male,United States,United States,Atherton,FALSE,NA,Finance & Investments,23.3,1.8527
2021,1.5,John Farber,95,Male,United States,United States,New York,TRUE,Increased,Manufacturing,23.3,2.3665
2021,1.5,John Foley,49,Male,United States,United States,New York,TRUE,NA,Technology,23.3,1.3187
2021,1.5,Alan Gerry,92,Male,United States,United States,Liberty,TRUE,Remained Even,Media & Entertainment,23.3,0.21569999999999998
2021,1.5,Bill Gross,76,Male,United States,United States,Laguna Beach,TRUE,Remained Even,Finance & Investments,23.3,1.8527
2021,1.5,Sue Gross,71,Female,United States,United States,Laguna Beach,FALSE,Increased,Finance & Investments,23.3,1.8527
2021,1.5,Seth Klarman,63,Male,United States,United States,Chestnut Hill,TRUE,Remained Even,Finance & Investments,23.3,1.8527
2021,1.5,Gary Lauder,58,Male,United States,United States,Atherton,FALSE,NA,Fashion & Retail,23.3,1.5349000000000002
2021,1.5,James Leininger,76,Male,United States,United States,San Antonio,TRUE,Remained Even,Health care,23.3,1.7470999999999999
2021,1.5,Duncan MacMillan,83,Male,United States,United States,Princeton,TRUE,Increased,Finance & Investments,23.3,1.8527
2021,1.5,George Marcus,79,Male,United States,United States,Los Altos Hills,TRUE,Increased,Real Estate,23.3,3.1197
2021,1.5,Billy Joe (Red) McCombs,93,Male,United States,United States,San Antonio,TRUE,Increased,Diversified,23.3,NA
2021,1.5,Jerry Moyes & family,77,Male,United States,United States,Tolleson,TRUE,Increased,Logistics,23.3,0.7762
2021,1.5,Mark Pincus,55,Male,United States,United States,San Francisco,TRUE,Increased,Technology,23.3,1.3187
2021,1.5,Michael Polsky,72,Male,United States,United States,Chicago,TRUE,NA,Energy,23.3,NA
2021,1.5,Matthew Roszak,48,Male,United States,United States,Chicago,TRUE,NA,Finance & Investments,23.3,1.8527
2021,1.5,Fayez Sarofim,92,Male,United States,United States,Houston,FALSE,Increased,Finance & Investments,23.3,1.8527
2021,1.5,Ryan Smith,42,Male,United States,United States,Provo,TRUE,Increased,Technology,23.3,1.3187
2021,1.5,August Troendle,65,Male,United States,United States,Cincinnati,TRUE,NA,Health care,23.3,1.7470999999999999
